id,title,mime,relative_path_in_backup,original_url,uploaded
4048,VITRINE,image/jpeg,2025/07/VITRINE.jpg,https://digex.agency/wp-content/uploads/2025/07/VITRINE.jpg,2025-07-13 15:12:31
3438,WhatsApp Image 2024-11-11 à 15.52.32_7d8fa73f,image/jpeg,2025/07/WhatsApp-Image-2024-11-11-a-15.52.32_7d8fa73f.jpg,https://digex.agency/wp-content/uploads/2025/07/WhatsApp-Image-2024-11-11-a-15.52.32_7d8fa73f.jpg,2025-07-05 15:42:29
4444,WhatsApp Image 2024-11-11 à 15.52.33_12f38c19,image/jpeg,2025/07/WhatsApp-Image-2024-11-11-a-15.52.33_12f38c19.jpg,https://digex.agency/wp-content/uploads/2025/07/WhatsApp-Image-2024-11-11-a-15.52.33_12f38c19.jpg,2025-07-17 12:04:54
4442,WhatsApp Image 2024-11-11 à 15.52.33_d652fb1e,image/jpeg,2025/07/WhatsApp-Image-2024-11-11-a-15.52.33_d652fb1e.jpg,https://digex.agency/wp-content/uploads/2025/07/WhatsApp-Image-2024-11-11-a-15.52.33_d652fb1e.jpg,2025-07-17 12:04:46
4443,WhatsApp Image 2024-11-11 à 15.52.35_47041952,image/jpeg,2025/07/WhatsApp-Image-2024-11-11-a-15.52.35_47041952.jpg,https://digex.agency/wp-content/uploads/2025/07/WhatsApp-Image-2024-11-11-a-15.52.35_47041952.jpg,2025-07-17 12:04:48
4441,WhatsApp Image 2024-11-11 à 15.52.35_c701d482,image/jpeg,2025/07/WhatsApp-Image-2024-11-11-a-15.52.35_c701d482.jpg,https://digex.agency/wp-content/uploads/2025/07/WhatsApp-Image-2024-11-11-a-15.52.35_c701d482.jpg,2025-07-17 12:04:43
4215,after,image/png,2025/07/after.png,https://digex.agency/wp-content/uploads/2025/07/after.png,2025-07-16 14:35:41
4246,after1,image/png,2025/07/after1.png,https://digex.agency/wp-content/uploads/2025/07/after1.png,2025-07-16 15:05:38
2964,almas1,image/png,2025/07/almas1.png,https://digex.agency/wp-content/uploads/2025/07/almas1.png,2025-07-02 10:09:11
2965,arkam1,image/png,2025/07/arkam1.png,https://digex.agency/wp-content/uploads/2025/07/arkam1.png,2025-07-02 10:09:13
4011,bannermockup,image/jpeg,2025/07/bannermockup.jpg,https://digex.agency/wp-content/uploads/2025/07/bannermockup.jpg,2025-07-13 11:53:50
4216,before,image/png,2025/07/before.png,https://digex.agency/wp-content/uploads/2025/07/before.png,2025-07-16 14:35:58
4247,before1,image/png,2025/07/before1.png,https://digex.agency/wp-content/uploads/2025/07/before1.png,2025-07-16 15:05:45
2963,bissanelab1,image/png,2025/07/bissanelab1.png,https://digex.agency/wp-content/uploads/2025/07/bissanelab1.png,2025-07-02 10:07:13
3434,cartevisite mockup3,image/png,2025/07/cartevisite-mockup3.png,https://digex.agency/wp-content/uploads/2025/07/cartevisite-mockup3.png,2025-07-05 15:38:03
2966,chips1,image/png,2025/07/chips1.png,https://digex.agency/wp-content/uploads/2025/07/chips1.png,2025-07-02 10:10:57
2969,delmoosh1,image/png,2025/07/delmoosh1.png,https://digex.agency/wp-content/uploads/2025/07/delmoosh1.png,2025-07-02 10:18:30
2962,eve1,image/png,2025/07/eve1.png,https://digex.agency/wp-content/uploads/2025/07/eve1.png,2025-07-02 10:06:10
2959,evelogo,image/png,2025/07/evelogo.png,https://digex.agency/wp-content/uploads/2025/07/evelogo.png,2025-07-02 09:59:03
3436,fffff (2),image/jpeg,2025/07/fffff-2.jpg,https://digex.agency/wp-content/uploads/2025/07/fffff-2.jpg,2025-07-05 15:41:59
3437,fin (2),image/jpeg,2025/07/fin-2.jpg,https://digex.agency/wp-content/uploads/2025/07/fin-2.jpg,2025-07-05 15:42:23
3954,hmhgm 1,image/png,2025/07/hmhgm-1.png,https://digex.agency/wp-content/uploads/2025/07/hmhgm-1.png,2025-07-12 14:51:39
4253,image_2025-07-16_16-22-15,image/png,2025/07/image_2025-07-16_16-22-15.png,https://digex.agency/wp-content/uploads/2025/07/image_2025-07-16_16-22-15.png,2025-07-16 15:22:47
3433,magasine mockupdd,image/jpeg,2025/07/magasine-mockupdd.jpg,https://digex.agency/wp-content/uploads/2025/07/magasine-mockupdd.jpg,2025-07-05 15:32:43
3423,mockup 1,image/png,2025/07/mockup-1.png,https://digex.agency/wp-content/uploads/2025/07/mockup-1.png,2025-07-05 15:01:06
4254,phoneposte,image/png,2025/07/phoneposte.png,https://digex.agency/wp-content/uploads/2025/07/phoneposte.png,2025-07-16 15:23:57
3422,photo_2023-04-09_00-17-00,image/jpeg,2025/07/photo_2023-04-09_00-17-00.jpg,https://digex.agency/wp-content/uploads/2025/07/photo_2023-04-09_00-17-00.jpg,2025-07-05 14:55:40
3432,photo_2024-01-16_13-15-12,image/jpeg,2025/07/photo_2024-01-16_13-15-12.jpg,https://digex.agency/wp-content/uploads/2025/07/photo_2024-01-16_13-15-12.jpg,2025-07-05 15:28:29
3854,photo_2025-07-12_10-57-35,image/jpeg,2025/07/photo_2025-07-12_10-57-35.jpg,https://digex.agency/wp-content/uploads/2025/07/photo_2025-07-12_10-57-35.jpg,2025-07-12 09:58:40
3941,photo_2025-07-12_15-26-46,image/jpeg,2025/07/photo_2025-07-12_15-26-46.jpg,https://digex.agency/wp-content/uploads/2025/07/photo_2025-07-12_15-26-46.jpg,2025-07-12 14:28:24
3940,photo_2025-07-12_15-26-48,image/jpeg,2025/07/photo_2025-07-12_15-26-48.jpg,https://digex.agency/wp-content/uploads/2025/07/photo_2025-07-12_15-26-48.jpg,2025-07-12 14:28:21
3939,photo_2025-07-12_15-26-50,image/jpeg,2025/07/photo_2025-07-12_15-26-50.jpg,https://digex.agency/wp-content/uploads/2025/07/photo_2025-07-12_15-26-50.jpg,2025-07-12 14:28:18
3938,photo_2025-07-12_15-26-51,image/jpeg,2025/07/photo_2025-07-12_15-26-51.jpg,https://digex.agency/wp-content/uploads/2025/07/photo_2025-07-12_15-26-51.jpg,2025-07-12 14:28:16
3937,photo_2025-07-12_15-26-53,image/jpeg,2025/07/photo_2025-07-12_15-26-53.jpg,https://digex.agency/wp-content/uploads/2025/07/photo_2025-07-12_15-26-53.jpg,2025-07-12 14:28:13
3936,photo_2025-07-12_15-26-55,image/jpeg,2025/07/photo_2025-07-12_15-26-55.jpg,https://digex.agency/wp-content/uploads/2025/07/photo_2025-07-12_15-26-55.jpg,2025-07-12 14:28:11
3935,photo_2025-07-12_15-26-57,image/jpeg,2025/07/photo_2025-07-12_15-26-57.jpg,https://digex.agency/wp-content/uploads/2025/07/photo_2025-07-12_15-26-57.jpg,2025-07-12 14:28:08
3934,photo_2025-07-12_15-26-58,image/jpeg,2025/07/photo_2025-07-12_15-26-58.jpg,https://digex.agency/wp-content/uploads/2025/07/photo_2025-07-12_15-26-58.jpg,2025-07-12 14:28:06
4675,photo_2025-07-20_12-20-47,image/jpeg,2025/07/photo_2025-07-20_12-20-47.jpg,https://digex.agency/wp-content/uploads/2025/07/photo_2025-07-20_12-20-47.jpg,2025-07-20 11:32:55
3558,rr comp,image/jpeg,2025/07/rr-comp.jpeg,https://digex.agency/wp-content/uploads/2025/07/rr-comp.jpeg,2025-07-08 10:53:27
4263,screencast-bissanelab_com-2024_11_28-10_40_04,video/webm,2025/07/screencast-bissanelab_com-2024_11_28-10_40_04.webm,https://digex.agency/wp-content/uploads/2025/07/screencast-bissanelab_com-2024_11_28-10_40_04.webm,2025-07-16 15:43:59
3430,small medium (2),image/jpeg,2025/07/small-medium-2.jpg,https://digex.agency/wp-content/uploads/2025/07/small-medium-2.jpg,2025-07-05 15:28:09
3431,small medium,image/jpeg,2025/07/small-medium.jpg,https://digex.agency/wp-content/uploads/2025/07/small-medium.jpg,2025-07-05 15:28:24
3435,sssss,image/jpeg,2025/07/sssss.jpg,https://digex.agency/wp-content/uploads/2025/07/sssss.jpg,2025-07-05 15:40:53
3393,test 3,video/quicktime,2025/07/test-3.mov,https://digex.agency/wp-content/uploads/2025/07/test-3.mov,2025-07-05 12:34:57
3395,tesف,video/quicktime,2025/07/tesف.mov,https://digex.agency/wp-content/uploads/2025/07/tesف.mov,2025-07-05 12:36:11
3387,video_2025-07-05_13-09-34,video/mp4,2025/07/video_2025-07-05_13-09-34.mp4,https://digex.agency/wp-content/uploads/2025/07/video_2025-07-05_13-09-34.mp4,2025-07-05 12:12:32
3412,vvtt11455,video/quicktime,2025/07/vvtt11455-1.mov,https://digex.agency/wp-content/uploads/2025/07/vvtt11455-1.mov,2025-07-05 12:52:22
3388,vvtt11455,video/quicktime,2025/07/vvtt11455.mov,https://digex.agency/wp-content/uploads/2025/07/vvtt11455.mov,2025-07-05 12:15:47
3556,🚀 Boost Your Brand Visibility with Social Media,image/jpeg,2025/07/🚀-Boost-Your-Brand-Visibility-with-Social-Media.jpeg,https://digex.agency/wp-content/uploads/2025/07/🚀-Boost-Your-Brand-Visibility-with-Social-Media.jpeg,2025-07-08 10:48:36
4591,Elementor-post-screenshot_162_2025-07-19-14-14-39_748dc47c.png,image/png,elementor/screenshots/Elementor-post-screenshot_162_2025-07-19-14-14-39_748dc47c.png,https://digex.agency/wp-content/uploads/elementor/screenshots/Elementor-post-screenshot_162_2025-07-19-14-14-39_748dc47c.png,2025-07-19 14:14:39
2794,Elementor-post-screenshot_2648_2025-07-01-13-02-07_14e0287f.png,image/png,elementor/screenshots/Elementor-post-screenshot_2648_2025-07-01-13-02-07_14e0287f.png,https://digex.agency/wp-content/uploads/elementor/screenshots/Elementor-post-screenshot_2648_2025-07-01-13-02-07_14e0287f.png,2025-07-01 13:02:07
4061,Elementor-post-screenshot_4017_2025-07-14-10-46-03_64225505.png,image/png,elementor/screenshots/Elementor-post-screenshot_4017_2025-07-14-10-46-03_64225505.png,https://digex.agency/wp-content/uploads/elementor/screenshots/Elementor-post-screenshot_4017_2025-07-14-10-46-03_64225505.png,2025-07-14 10:46:03
